id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
124562,2.0531444460146186e-10,2.899636115398674e-11,1.5739596896326177e-10,4.979207178788885e-9,4.48131596542816e-4,1.6141068390668695e-8,4.172775517326177e-6,1.0047433547790458e-4,0.9994471997804796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27243,0.0942766664226045,0.009499399844879571,0.05735938580589622,0.5689844717486447,6.998619110409418e-4,0.2121909400235373,0.003771807862299344,0.0338541038794883,0.019363362501609024,0,0,5,2,0,0,1,0,0,0,16,0,0,0,0,2,0,0,0,0,1,3,0,5,0,2,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,1,0,1,1,4,0,0,0,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,5,0,1,0,0,0,1,1,0,0,1,0
64842,8.24351519863058e-11,8.165031344964592e-13,3.6678592691589824e-11,2.787718490311547e-10,6.618984876752845e-10,3.365776751924307e-7,1.1233177150879692e-7,8.022481942346822e-5,0.9999193252105292,0,0,7,3,0,0,0,1,0,0,9,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,1,1,0,0,3,0,18,3,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
108769,2.685745743904846e-10,1.3510010316622757e-10,4.421665805834927e-9,2.6374380981833083e-8,5.526415309958086e-10,3.496721780175343e-8,1.1639264875784846e-6,5.85286396404875e-5,0.9999402407142912,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,3,0,1,0,0,2,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0
17052,4.294993592626911e-10,0.9999999854890711,1.1327892985014976e-8,2.5998865689025215e-10,4.6767240833645217e-11,6.546847253451824e-10,3.5765660105259703e-10,8.712559604807444e-10,5.63183523088614e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
31674,2.7665268892709385e-5,6.090448456212087e-7,9.55352413350701e-6,5.512060434328718e-4,1.239114045494035e-4,0.9992380114248097,3.4559240347438694e-6,2.995055051394486e-5,1.563681478751635e-5,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37356,6.636009037808638e-6,4.680293182894811e-8,1.1599323628493323e-4,4.2553539991965154e-4,5.221647349707141e-5,0.999375173594489,1.1865759788469357e-5,6.3756516238394064e-6,6.1570724272011686e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33544,1.0150154306244747e-7,1.1430652893785132e-8,1.5242102981008163e-8,5.508204370062082e-10,3.153464185830365e-9,0.9999998325014187,6.320199719226206e-10,2.3029298002979643e-8,1.1958680144206805e-8,0,0,4,14,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,1,2,0,6,0,0,10,2,0,0,0,0,0,1,6,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,9,1,0,1,0,0,1,6,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,16,0,3,2,0,0,0,0,0,1,0,0,0,0
118871,1.8914347088478834e-9,1.085257110603854e-10,2.2548598736448013e-10,2.135631554137064e-11,1.0839460441328054e-9,6.181618242602721e-7,5.781542925511321e-9,7.277733257023405e-5,0.9999265953933137,0,0,1,1,1,0,0,1,1,1,0,1,3,0,0,4,0,4,0,0,0,12,0,4,1,1,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,3,8,0,3,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
95046,1.2697302601186834e-10,7.697682409201464e-11,2.950456125949328e-10,3.126115829272372e-8,1.4607498869736007e-10,4.108748496834957e-9,1.0208436982304121e-5,1.0406339603506925e-4,0.9998856921520053,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,1,0
17067,4.5296965766022694e-8,0.9999998782243305,2.9445312497253607e-8,1.9172504419272904e-8,2.920261219069618e-10,4.282418182705898e-10,9.295849853098981e-10,2.0898727398303734e-8,5.312306530542985e-9,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,0,0,2,0,0,0
142077,5.62460732665519e-11,1.0599259389948486e-11,1.7194680005694457e-9,2.5041648490447453e-8,1.2261907614644755e-9,1.3837704903426544e-8,1.437523962098932e-6,4.571545765111762e-5,0.9999528051265293,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15798,2.1341653772515147e-7,0.9999907171361964,7.688764472018037e-6,3.3019201712499086e-7,1.1723386899411735e-7,1.3527850910757437e-7,1.9410874539695758e-7,2.421954971489169e-7,3.616741561841732e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66428,9.380867770981019e-11,1.2041180051639695e-10,3.314998661915623e-9,2.252411651338859e-12,3.944714230943856e-11,6.309096543509075e-8,4.1221796197039513e-7,5.4345711018710606e-5,0.9999451754091352,0,0,1,1,0,0,0,0,0,0,2,1,0,1,1,4,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,4,1,0,0,0,12,3,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
80696,6.564119871540578e-11,1.501361091938927e-12,5.250282482186869e-9,1.9486653000499437e-9,2.782145401012247e-10,1.6149101343064305e-8,2.028383206581918e-6,5.335159000027897e-5,0.999944596333387,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
140748,1.9670036262791775e-11,2.3622554916120603e-10,1.0346962439556351e-9,1.3702276706760434e-9,1.1661543149790698e-10,4.705491098499941e-9,7.406796256879524e-7,1.4230973800579867e-5,0.9999850208636476,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,1,2,1,0,1,48,0,0,1,0,0,0,4,1,0,0,0,2,4,0,0,0,0,0,0,0,6,0,1,1,1,7,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
128985,2.484113424837037e-11,2.825484694820625e-10,2.2095044878740046e-9,9.326070320851113e-12,4.699108305573359e-10,1.1580670616958132e-9,7.373479426381354e-7,1.5944243698635062e-5,0.9999833142541606,1,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,36,0,1,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34896,1.0163235708437664e-6,3.960010985808256e-5,2.7447589874109278e-5,0.0016099569212581083,2.1282634047173584e-5,0.998297094403132,9.510854876537628e-7,1.4075047597766516e-6,1.2434280122065191e-6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,2,0,0,0,0,0,0
82279,1.8945833967872964e-9,7.178311827653117e-11,8.703696811165912e-11,6.803355520469657e-11,2.331323022567703e-10,6.064737846232867e-8,5.397328581632986e-8,1.0317789028237573e-4,0.999896705134484,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,8,3,0,14,0,4,0,3,1,1,0,0,0,0,2,2,0,0,5,0,0,6,4,0,1,0,0,5,0,2,0,0,1,2,0,0,2,6,3,3,0,0,0,1,0,3,0,1,0,0,0,0,1,3,1,4,0,1,0,0,0,0,0,1,0,1,2,0,2,0,2,1,3,4,1,1,0
25200,4.911478768799374e-5,6.777068534089836e-8,0.9995673658554888,1.528349199344569e-6,7.809363267164295e-7,3.4438080066410124e-4,9.046214853925541e-7,2.4520485627074997e-5,1.133639283535293e-5,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,3,0,0,1,1,3,0,0,0,0,1,6,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0
107460,1.479094471003321e-10,6.881265611995224e-11,5.798748853589317e-11,1.0340151304203934e-9,6.624792770822372e-10,2.1734971289722832e-7,5.769102769507457e-7,1.1975179929733608e-4,0.9998794519695089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80302,9.82883060765746e-11,3.149539033490276e-10,7.165691759458642e-10,1.942020328643741e-10,1.268301089610627e-10,1.1676871526390812e-8,3.2291461980320285e-7,2.695054976968868e-5,0.9999727134078955,0,0,0,0,0,0,0,2,16,0,0,0,0,0,3,0,0,0,0,2,0,4,0,11,1,4,0,0,0,0,0,15,0,1,0,0,4,0,0,5,0,0,0,1,0,0,0,4,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
8955,8.070042496458485e-8,0.9999974720564567,1.7399617057113433e-6,9.649198245508903e-8,1.650646986484404e-8,1.3008501436811775e-7,2.4506131018432097e-7,1.1634993577297168e-7,1.0278669990537e-7,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
138820,3.216091205841366e-10,3.586223790262644e-11,9.504885497223077e-10,1.749562834407236e-9,2.985818503761119e-9,3.1866742864856394e-8,7.403415754701592e-7,1.0897287168805137e-4,0.9998902488766523,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133805,4.3165975448920296e-11,5.3367329061077435e-11,2.672035210212815e-10,3.156766955262601e-8,2.0290051725038398e-10,5.950478331168583e-9,4.4649874648318945e-7,4.260678469937533e-5,0.9999569086317689,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,1,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
14343,1.4329368646466486e-6,0.9999765886018179,1.6935221108052992e-5,2.436870544232363e-7,7.391047616165324e-8,1.1284498196025355e-6,2.369851185262208e-7,5.469518128070679e-7,2.8132559277292587e-6,2,0,0,0,0,0,0,7,0,0,0,1,5,1,0,5,3,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,1,0,0,2,0,2,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,1,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
45436,3.0991558003238606e-6,1.7057208530672645e-7,4.477607842860834e-7,5.136792678877845e-5,2.3055283689906516e-5,0.07705445309839698,0.9228641920513967,2.5686141685235405e-6,6.455368891036732e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1925,0.9983226021749043,0.0016773960934766071,1.1238601199481713e-9,1.3484974657681445e-11,3.491522542362104e-12,3.669386744367767e-10,2.158132008089545e-11,7.26578180207922e-11,1.2960430486150626e-10,5,0,0,0,0,0,0,0,0,0,1,0,8,9,0,0,3,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,5,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,4,0,2,1,0,0,1,0,10,2,0,0,5,2,0,0,1,0,1,0,1,0,0,2,0,12,0,0,0,0,0,0,2,2,0,1,0,1,1,0
